Gene	Transcript	FDR	P-Value	Number of species included	Number of Sites under positive Selection	Jalview protein alignment	Protein Alignment (interleaved)
2727791722	2727791722	1	1	9	8	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791722/Limnohabitans_MAG/2727791722_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792261	2727792261	1	1	7	19	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792261/Limnohabitans_MAG/2727792261_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792921	2727792921	1	1	9	8	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792921/Limnohabitans_MAG/2727792921_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727793646	2727793646	1	1	9	10	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727793646/Limnohabitans_MAG/2727793646_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727790895	2727790895	1	1	9	7	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727790895/Limnohabitans_MAG/2727790895_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727794394	2727794394	1	1	6	51	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727794394/Limnohabitans_MAG/2727794394_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791072	2727791072	1	1	9	19	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791072/Limnohabitans_MAG/2727791072_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791427	2727791427	1	1	4	19	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791427/Limnohabitans_MAG/2727791427_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791299	2727791299	1	1	9	15	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791299/Limnohabitans_MAG/2727791299_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792425	2727792425	1	1	9	28	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792425/Limnohabitans_MAG/2727792425_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792637	2727792637	1	1	7	34	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792637/Limnohabitans_MAG/2727792637_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727793228	2727793228	1	1	7	29	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727793228/Limnohabitans_MAG/2727793228_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791338	2727791338	1	1	4	35	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791338/Limnohabitans_MAG/2727791338_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792461	2727792461	1	1	7	13	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792461/Limnohabitans_MAG/2727792461_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792925	2727792925	1	1	9	37	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792925/Limnohabitans_MAG/2727792925_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727793567	2727793567	1	1	7	52	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727793567/Limnohabitans_MAG/2727793567_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727793880	2727793880	1	1	7	24	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727793880/Limnohabitans_MAG/2727793880_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727793187	2727793187	1	1	9	18	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727793187/Limnohabitans_MAG/2727793187_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727794310	2727794310	1	1	9	11	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727794310/Limnohabitans_MAG/2727794310_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791495	2727791495	1	1	7	12	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791495/Limnohabitans_MAG/2727791495_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727793109	2727793109	1	1	7	24	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727793109/Limnohabitans_MAG/2727793109_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791068	2727791068	1	1	9	7	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791068/Limnohabitans_MAG/2727791068_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792534	2727792534	1	1	9	12	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792534/Limnohabitans_MAG/2727792534_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727793190	2727793190	1	1	7	14	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727793190/Limnohabitans_MAG/2727793190_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791757	2727791757	1	1	7	21	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791757/Limnohabitans_MAG/2727791757_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791790	2727791790	1	1	4	15	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791790/Limnohabitans_MAG/2727791790_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792498	2727792498	1	1	3	40	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792498/Limnohabitans_MAG/2727792498_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791824	2727791824	1	1	9	5	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791824/Limnohabitans_MAG/2727791824_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727793163	2727793163	1	1	7	80	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727793163/Limnohabitans_MAG/2727793163_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727793800	2727793800	1	1	9	9	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727793800/Limnohabitans_MAG/2727793800_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727793681	2727793681	1	1	9	3	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727793681/Limnohabitans_MAG/2727793681_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792916	2727792916	1	1	9	20	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792916/Limnohabitans_MAG/2727792916_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792010	2727792010	1	1	9	8	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792010/Limnohabitans_MAG/2727792010_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727794025	2727794025	1	1	3	35	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727794025/Limnohabitans_MAG/2727794025_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792631	2727792631	1	1	9	15	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792631/Limnohabitans_MAG/2727792631_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792898	2727792898	1	1	9	30	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792898/Limnohabitans_MAG/2727792898_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792078	2727792078	1	1	9	15	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792078/Limnohabitans_MAG/2727792078_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727794058	2727794058	1	1	9	2	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727794058/Limnohabitans_MAG/2727794058_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791614	2727791614	1	1	9	15	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791614/Limnohabitans_MAG/2727791614_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792522	2727792522	1	1	3	68	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792522/Limnohabitans_MAG/2727792522_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727793376	2727793376	1	1	9	14	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727793376/Limnohabitans_MAG/2727793376_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727793143	2727793143	1	1	5	16	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727793143/Limnohabitans_MAG/2727793143_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792827	2727792827	1	1	9	12	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792827/Limnohabitans_MAG/2727792827_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727793679	2727793679	1	1	9	4	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727793679/Limnohabitans_MAG/2727793679_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727793328	2727793328	1	1	9	11	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727793328/Limnohabitans_MAG/2727793328_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727793237	2727793237	1	1	9	13	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727793237/Limnohabitans_MAG/2727793237_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727794097	2727794097	1	1	3	7	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727794097/Limnohabitans_MAG/2727794097_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791761	2727791761	1	1	9	7	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791761/Limnohabitans_MAG/2727791761_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792837	2727792837	1	1	9	6	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792837/Limnohabitans_MAG/2727792837_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791939	2727791939	1	1	3	28	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791939/Limnohabitans_MAG/2727791939_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792454	2727792454	1	1	9	11	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792454/Limnohabitans_MAG/2727792454_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791743	2727791743	1	1	9	15	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791743/Limnohabitans_MAG/2727791743_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791428	2727791428	1	1	4	7	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791428/Limnohabitans_MAG/2727791428_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791672	2727791672	1	1	9	4	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791672/Limnohabitans_MAG/2727791672_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791410	2727791410	1	1	7	18	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791410/Limnohabitans_MAG/2727791410_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727793034	2727793034	1	1	6	9	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727793034/Limnohabitans_MAG/2727793034_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727793038	2727793038	1	1	5	19	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727793038/Limnohabitans_MAG/2727793038_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791632	2727791632	1	1	3	21	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791632/Limnohabitans_MAG/2727791632_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727790997	2727790997	1	1	9	22	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727790997/Limnohabitans_MAG/2727790997_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727794304	2727794304	1	1	9	6	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727794304/Limnohabitans_MAG/2727794304_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727793043	2727793043	1	1	5	15	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727793043/Limnohabitans_MAG/2727793043_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792624	2727792624	1	1	9	5	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792624/Limnohabitans_MAG/2727792624_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792302	2727792302	1	1	9	31	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792302/Limnohabitans_MAG/2727792302_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791306	2727791306	1	1	4	11	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791306/Limnohabitans_MAG/2727791306_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727794477	2727794477	1	1	7	31	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727794477/Limnohabitans_MAG/2727794477_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791759	2727791759	1	1	9	7	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791759/Limnohabitans_MAG/2727791759_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791257	2727791257	1	1	9	8	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791257/Limnohabitans_MAG/2727791257_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791977	2727791977	1	1	8	10	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791977/Limnohabitans_MAG/2727791977_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791318	2727791318	1	1	9	7	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791318/Limnohabitans_MAG/2727791318_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791124	2727791124	1	1	5	44	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791124/Limnohabitans_MAG/2727791124_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
